case_cnr,event_date,event_type,stage,purpose,adjournment_flag,substantive_flag,judge_ref,synthetic_event_note,data_label
SYN/OT/BA/2024/000016,2026-08-15,STAGE_SNAPSHOT,Pleadings / Issues,Pleadings / Issues,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2022/000017,2022-08-10,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2022/000017,2023-05-29,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2022/000017,2024-03-18,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2022/000017,2025-01-05,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2022/000017,2026-08-02,HEARING,Summons / Appearance,Substantive hearing,0,1,SYN-BENCH-01,Synthetic recent substantive event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2022/000017,2026-08-15,STAGE_SNAPSHOT,Summons / Appearance,Summons / Appearance,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2021-07-26,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2021-12-17,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2022-05-21,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2022-10-23,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2023-03-27,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2023-08-28,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2024-01-30,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2024-07-03,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2024-12-05,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2025-05-08,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2025-10-10,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2026-05-01,HEARING,Evidence / Argument,Hearing,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2026-02-11,JUDGE_CHANGE,Evidence / Argument,Bench/Judge change,0,0,SYN-BENCH-11,Synthetic judge change,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2026-03-06,JUDGE_CHANGE,Evidence / Argument,Bench/Judge change,0,0,SYN-BENCH-05,Synthetic judge change,SYNTHETIC_AUGMENTED
SYN/KL/MACA/2021/000018,2026-08-15,STAGE_SNAPSHOT,Evidence / Argument,Evidence / Argument,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2021-03-10,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2021-08-10,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2022-01-24,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2022-07-09,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2022-12-23,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2023-06-07,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2023-11-21,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2024-05-05,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2024-10-19,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2025-04-03,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2025-09-17,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2026-08-04,HEARING,Evidence / Argument,Substantive hearing,0,1,SYN-BENCH-01,Synthetic recent substantive event,SYNTHETIC_AUGMENTED
SYN/DL/BA/2021/000019,2026-08-15,STAGE_SNAPSHOT,Evidence / Argument,Evidence / Argument,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000020,2022-02-03,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000020,2022-09-24,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000020,2023-05-19,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000020,2024-01-11,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000020,2024-09-04,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000020,2025-04-29,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000020,2026-01-31,HEARING,Summons / Appearance,Hearing,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000020,2026-01-13,JUDGE_CHANGE,Summons / Appearance,Bench/Judge change,0,0,SYN-BENCH-12,Synthetic judge change,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000020,2026-04-14,JUDGE_CHANGE,Summons / Appearance,Bench/Judge change,0,0,SYN-BENCH-04,Synthetic judge change,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000020,2026-08-15,STAGE_SNAPSHOT,Summons / Appearance,Summons / Appearance,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000021,2022-02-20,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000021,2022-11-15,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000021,2023-08-16,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000021,2024-05-16,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000021,2025-02-14,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000021,2026-07-19,HEARING,Summons / Appearance,Substantive hearing,0,1,SYN-BENCH-01,Synthetic recent substantive event,SYNTHETIC_AUGMENTED
SYN/OT/CS/2022/000021,2026-08-15,STAGE_SNAPSHOT,Summons / Appearance,Summons / Appearance,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/UP/CS/2024/000022,2024-04-13,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/UP/CS/2024/000022,2024-05-13,SUMMONS_ISSUED,Summons / Appearance,Summons issued,0,0,SYN-BENCH-01,Synthetic summons issued,SYNTHETIC_AUGMENTED
SYN/UP/CS/2024/000022,2026-02-22,ADJOURNMENT,Summons / Appearance,Adjourned for service report,1,0,SYN-BENCH-01,Synthetic administrative adjournment,SYNTHETIC_AUGMENTED
SYN/UP/CS/2024/000022,2026-03-29,ADJOURNMENT,Summons / Appearance,Adjourned for service report,1,0,SYN-BENCH-01,Synthetic administrative adjournment,SYNTHETIC_AUGMENTED
SYN/UP/CS/2024/000022,2026-05-03,ADJOURNMENT,Summons / Appearance,Adjourned for service report,1,0,SYN-BENCH-01,Synthetic administrative adjournment,SYNTHETIC_AUGMENTED
SYN/UP/CS/2024/000022,2026-06-07,ADJOURNMENT,Summons / Appearance,Adjourned for service report,1,0,SYN-BENCH-01,Synthetic administrative adjournment,SYNTHETIC_AUGMENTED
SYN/UP/CS/2024/000022,2026-07-12,ADJOURNMENT,Summons / Appearance,Adjourned for service report,1,0,SYN-BENCH-01,Synthetic administrative adjournment,SYNTHETIC_AUGMENTED
SYN/UP/CS/2024/000022,2026-04-22,HEARING,Summons / Appearance,Service report awaited,0,0,SYN-BENCH-01,Synthetic non-substantive event,SYNTHETIC_AUGMENTED
SYN/UP/CS/2024/000022,2026-08-15,STAGE_SNAPSHOT,Summons / Appearance,Summons / Appearance,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000023,2020-12-06,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000023,2021-06-19,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000023,2022-01-14,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000023,2022-08-11,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000023,2023-03-09,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000023,2023-10-04,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000023,2024-04-30,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000023,2024-11-26,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000023,2025-06-23,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000023,2026-07-22,HEARING,Evidence / Argument,Substantive hearing,0,1,SYN-BENCH-01,Synthetic recent substantive event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000023,2026-08-15,STAGE_SNAPSHOT,Evidence / Argument,Evidence / Argument,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2025-01-01,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2025-02-06,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2025-03-29,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2025-05-18,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2025-07-08,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2025-08-27,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2025-10-17,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2025-12-06,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2026-01-26,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2026-03-17,ORDER,Summons / Appearance,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2026-05-07,ADJOURNMENT,Summons / Appearance,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2026-05-27,HEARING,Summons / Appearance,Hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2026-04-29,JUDGE_CHANGE,Summons / Appearance,Bench/Judge change,0,0,SYN-BENCH-12,Synthetic judge change,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2026-03-24,JUDGE_CHANGE,Summons / Appearance,Bench/Judge change,0,0,SYN-BENCH-04,Synthetic judge change,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000024,2026-08-15,STAGE_SNAPSHOT,Summons / Appearance,Summons / Appearance,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/KL/BA/2022/000025,2022-02-06,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/KL/BA/2022/000025,2022-12-31,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/BA/2022/000025,2023-11-27,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/BA/2022/000025,2024-10-23,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/KL/BA/2022/000025,2026-07-22,HEARING,Pleadings / Issues,Substantive hearing,0,1,SYN-BENCH-01,Synthetic recent substantive event,SYNTHETIC_AUGMENTED
SYN/KL/BA/2022/000025,2026-08-15,STAGE_SNAPSHOT,Pleadings / Issues,Pleadings / Issues,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000026,2020-01-16,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000026,2020-10-04,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000026,2021-06-29,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000026,2022-03-24,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000026,2022-12-16,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000026,2023-09-10,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000026,2024-06-04,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000026,2025-02-26,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000026,2025-09-10,HEARING,Evidence / Argument,Hearing,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000026,2026-02-20,JUDGE_CHANGE,Evidence / Argument,Bench/Judge change,0,0,SYN-BENCH-10,Synthetic judge change,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000026,2026-06-24,JUDGE_CHANGE,Evidence / Argument,Bench/Judge change,0,0,SYN-BENCH-09,Synthetic judge change,SYNTHETIC_AUGMENTED
SYN/MH/BA/2020/000026,2026-08-15,STAGE_SNAPSHOT,Evidence / Argument,Evidence / Argument,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/AP/CRL_A/2023/000027,2023-07-08,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/AP/CRL_A/2023/000027,2023-08-04,SUMMONS_ISSUED,Summons / Appearance,Summons issued,0,0,SYN-BENCH-01,Synthetic summons issued,SYNTHETIC_AUGMENTED
SYN/AP/CRL_A/2023/000027,2026-02-22,ADJOURNMENT,Summons / Appearance,Adjourned for service report,1,0,SYN-BENCH-01,Synthetic administrative adjournment,SYNTHETIC_AUGMENTED
SYN/AP/CRL_A/2023/000027,2026-03-29,ADJOURNMENT,Summons / Appearance,Adjourned for service report,1,0,SYN-BENCH-01,Synthetic administrative adjournment,SYNTHETIC_AUGMENTED
SYN/AP/CRL_A/2023/000027,2026-05-03,ADJOURNMENT,Summons / Appearance,Adjourned for service report,1,0,SYN-BENCH-01,Synthetic administrative adjournment,SYNTHETIC_AUGMENTED
SYN/AP/CRL_A/2023/000027,2026-06-07,ADJOURNMENT,Summons / Appearance,Adjourned for service report,1,0,SYN-BENCH-01,Synthetic administrative adjournment,SYNTHETIC_AUGMENTED
SYN/AP/CRL_A/2023/000027,2026-07-12,ADJOURNMENT,Summons / Appearance,Adjourned for service report,1,0,SYN-BENCH-01,Synthetic administrative adjournment,SYNTHETIC_AUGMENTED
SYN/AP/CRL_A/2023/000027,2026-01-19,HEARING,Summons / Appearance,Service report awaited,0,0,SYN-BENCH-01,Synthetic non-substantive event,SYNTHETIC_AUGMENTED
SYN/AP/CRL_A/2023/000027,2025-11-10,JUDGE_CHANGE,Summons / Appearance,Bench/Judge change,0,0,SYN-BENCH-09,Synthetic judge change,SYNTHETIC_AUGMENTED
SYN/AP/CRL_A/2023/000027,2026-03-15,JUDGE_CHANGE,Summons / Appearance,Bench/Judge change,0,0,SYN-BENCH-12,Synthetic judge change,SYNTHETIC_AUGMENTED
SYN/AP/CRL_A/2023/000027,2026-08-15,STAGE_SNAPSHOT,Summons / Appearance,Summons / Appearance,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/OT/MACA/2023/000028,2023-11-14,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/OT/MACA/2023/000028,2024-04-24,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/MACA/2023/000028,2024-10-10,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/MACA/2023/000028,2025-03-28,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/MACA/2023/000028,2025-09-12,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/MACA/2023/000028,2026-07-08,HEARING,Final Arguments / Judgment,Substantive hearing,0,1,SYN-BENCH-01,Synthetic recent substantive event,SYNTHETIC_AUGMENTED
SYN/OT/MACA/2023/000028,2026-08-15,STAGE_SNAPSHOT,Final Arguments / Judgment,Final Arguments / Judgment,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/AP/BA/2024/000029,2024-04-26,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/AP/BA/2024/000029,2024-07-14,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/AP/BA/2024/000029,2024-10-07,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/AP/BA/2024/000029,2024-12-31,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/AP/BA/2024/000029,2025-03-25,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/AP/BA/2024/000029,2025-06-18,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/AP/BA/2024/000029,2025-09-11,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/AP/BA/2024/000029,2025-12-04,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/AP/BA/2024/000029,2026-02-27,HEARING,Evidence / Argument,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/AP/BA/2024/000029,2026-01-24,HEARING,Evidence / Argument,Hearing,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/AP/BA/2024/000029,2026-08-15,STAGE_SNAPSHOT,Evidence / Argument,Evidence / Argument,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2024-02-16,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2024-04-25,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2024-07-11,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2024-09-25,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2024-12-11,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2025-02-25,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2025-05-13,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2025-07-29,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2025-10-13,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2025-12-29,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2026-03-15,ORDER,Pleadings / Issues,Order passed,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2026-07-27,HEARING,Summons / Appearance,Substantive hearing,0,1,SYN-BENCH-01,Synthetic recent substantive event,SYNTHETIC_AUGMENTED
SYN/OT/CRL_A/2024/000030,2026-08-15,STAGE_SNAPSHOT,Summons / Appearance,Summons / Appearance,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
SYN/MH/WP_C/2020/000031,2020-01-27,REGISTRATION,Filing / Registration,Registration,0,0,SYN-BENCH-01,Synthetic registration event,SYNTHETIC_AUGMENTED
SYN/MH/WP_C/2020/000031,2020-12-25,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/WP_C/2020/000031,2021-12-03,STAGE_TRANSITION,Pleadings / Issues,Stage transition,0,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/WP_C/2020/000031,2022-11-11,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/WP_C/2020/000031,2023-10-21,HEARING,Pleadings / Issues,Regular hearing,0,1,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/WP_C/2020/000031,2024-09-28,ADJOURNMENT,Pleadings / Issues,Adjourned,1,0,SYN-BENCH-01,Synthetic event,SYNTHETIC_AUGMENTED
SYN/MH/WP_C/2020/000031,2026-07-21,HEARING,Pleadings / Issues,Substantive hearing,0,1,SYN-BENCH-01,Synthetic recent substantive event,SYNTHETIC_AUGMENTED
SYN/MH/WP_C/2020/000031,2026-08-15,STAGE_SNAPSHOT,Pleadings / Issues,Pleadings / Issues,0,0,SYN-BENCH-01,Synthetic current stage snapshot,SYNTHETIC_AUGMENTED
