synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_year,filing_year_bucket,case_age_days,current_stage,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,data_label,generation_source
SYN/MH/WP_C/2024/002108,Maharashtra,Thiruvananthapuram,MAHARA_DC_01,WP_C,WRIT_GENERAL,district,2024,2024,899,Summons / Appearance,57,30,0,0,1,0.7,7,,UNKNOWN,LOW,LOW,0,6.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/WP_C/2020/002109,Maharashtra,Guntur,MAHARA_DC_01,WP_C,WRIT_GENERAL,district,2020,2020,2366,Final Arguments / Judgment,156,216,0,0,1,1.56,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,37.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2023/002110,Chhattisgarh,Kochi,CHHATT_DC_01,BA,BAIL_GENERAL,district,2023,2022,1185,Summons / Appearance,81,8,0,0,1,1.0,5,,UNKNOWN,LOW,LOW,0,6.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2024/002111,Tamil Nadu,Kochi,TAMIL__DC_03,WP_C,WRIT_GENERAL,district,2024,2024,913,Filing / Registration,12,30,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,8.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/002112,Telangana,Pune,TELANG_DC_04,CRL_A,CRIMINAL_APPEAL,district,2024,2024,778,Pleadings / Issues,67,31,0,0,0,0.73,2,,UNKNOWN,LOW,LOW,0,7.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2024/002113,Haryana,Varanasi,HARYAN_DC_02,BA,BAIL_GENERAL,district,2024,2024,706,Summons / Appearance,76,102,1,1,0,1.19,2,,UNKNOWN,LOW,LOW,0,17.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2023/002114,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_01,CS,CPC_GENERAL,district,2023,2022,1298,Summons / Appearance,55,0,0,0,1,0.29,9,,UNKNOWN,LOW,LOW,0,1.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2024/002115,Punjab,Vijayawada,PUNJAB_DC_04,WP_C,WRIT_GENERAL,district,2024,2024,779,Evidence / Argument,164,10,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,6.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/BA/2021/002116,Delhi,Thane,DELHI_DC_05,BA,BAIL_GENERAL,district,2021,2020,1864,Evidence / Argument,137,10,0,0,0,0.65,6,,UNKNOWN,LOW,LOW,0,4.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2021/002117,Madhya Pradesh,Thiruvananthapuram,MADHYA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2021,2020,1740,Pleadings / Issues,265,143,1,1,2,1.56,2,,JUDGE_CHANGE,MEDIUM,LOW,1,33.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2021/002118,Bihar,Kochi,BIHAR_DC_01,CS,CPC_GENERAL,district,2021,2020,1799,Filing / Registration,49,158,0,0,1,1.0,1,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,29.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/MACA/2024/002119,Maharashtra,Pune,MAHARA_DC_04,MACA,MOTOR_ACCIDENT,district,2024,2024,735,Final Arguments / Judgment,48,43,0,0,1,0.51,2,,UNKNOWN,LOW,LOW,0,6.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2023/002120,Tamil Nadu,Guntur,TAMIL__DC_04,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1260,Pleadings / Issues,267,313,0,0,0,2.54,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,50.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CRL_A/2024/002121,Kerala,Kolkata,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,district,2024,2024,898,Evidence / Argument,330,214,2,2,1,1.0,1,,WITNESS_DELAY,MEDIUM,LOW,1,37.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2022/002122,West Bengal,Kochi,WEST_B_DC_03,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1470,Evidence / Argument,119,22,0,0,0,0.65,4,,UNKNOWN,LOW,LOW,0,5.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/002123,Madhya Pradesh,Thiruvananthapuram,MADHYA_DC_01,CS,CPC_GENERAL,district,2023,2022,1083,Filing / Registration,12,10,0,0,0,0.96,2,,UNKNOWN,LOW,LOW,0,6.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2023/002124,Madhya Pradesh,Pune,MADHYA_DC_01,WP_C,WRIT_GENERAL,district,2023,2022,1227,Summons / Appearance,119,199,0,0,1,1.0,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,32.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2023/002125,Karnataka,Vijayawada,KARNAT_DC_02,BA,BAIL_GENERAL,district,2023,2022,982,Pleadings / Issues,176,75,0,0,2,1.34,3,,JUDGE_CHANGE,MEDIUM,LOW,1,21.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2020/002126,Jharkhand,Kochi,JHARKH_DC_01,CRL_A,CRIMINAL_APPEAL,district,2020,2020,2109,Filing / Registration,12,25,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2021/002127,Chhattisgarh,Guntur,CHHATT_DC_01,BA,BAIL_GENERAL,district,2021,2020,1904,Pleadings / Issues,80,44,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,9.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/002128,Karnataka,Varanasi,KARNAT_DC_03,CRL_A,CRIMINAL_APPEAL,district,2024,2024,678,Final Arguments / Judgment,206,127,0,0,2,1.0,1,,JUDGE_CHANGE,MEDIUM,LOW,1,26.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CRL_A/2023/002129,Uttar Pradesh,Jaipur,UTTAR__DC_03,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1152,Summons / Appearance,109,69,0,0,1,0.77,11,,UNKNOWN,LOW,LOW,0,10.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2021/002130,Bihar,Vijayawada,BIHAR_DC_03,CRL_A,CRIMINAL_APPEAL,district,2021,2020,1772,Filing / Registration,15,26,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2020/002131,Uttar Pradesh,Jaipur,UTTAR__DC_01,CS,CPC_GENERAL,district,2020,2020,2074,Summons / Appearance,104,163,1,1,0,1.18,7,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,32.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/MACA/2022/002132,Kerala,Thane,KERALA_DC_01,MACA,MOTOR_ACCIDENT,district,2022,2022,1628,Summons / Appearance,78,43,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,9.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CRL_A/2024/002133,Maharashtra,Lucknow,MAHARA_DC_05,CRL_A,CRIMINAL_APPEAL,district,2024,2024,807,Pleadings / Issues,60,23,0,0,0,0.78,5,,UNKNOWN,LOW,LOW,0,6.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/BA/2022/002134,Delhi,Kochi,DELHI_DC_05,BA,BAIL_GENERAL,district,2022,2022,1455,Summons / Appearance,233,294,6,6,2,3.15,7,,SUMMONS_DELAY,HIGH,LOW,1,73.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2022/002135,Kerala,Vijayawada,KERALA_DC_03,BA,BAIL_GENERAL,district,2022,2022,1617,Summons / Appearance,54,40,0,0,0,0.65,16,93.75,UNKNOWN,LOW,HIGH,0,21.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/WP_C/2024/002136,Maharashtra,Kochi,MAHARA_DC_01,WP_C,WRIT_GENERAL,district,2024,2024,910,Summons / Appearance,294,117,4,4,0,3.59,7,,SUMMONS_DELAY,HIGH,LOW,1,59.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/WP_C/2023/002137,Andhra Pradesh,Pune,ANDHRA_DC_02,WP_C,WRIT_GENERAL,district,2023,2022,1226,Summons / Appearance,6,47,0,0,0,0.12,7,,UNKNOWN,LOW,LOW,0,4.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2024/002138,Maharashtra,Bhopal,MAHARA_DC_01,CS,CPC_GENERAL,district,2024,2024,676,Summons / Appearance,223,92,5,5,2,1.2,12,,SUMMONS_DELAY,HIGH,LOW,1,44.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2024/002139,Punjab,Delhi,PUNJAB_DC_05,CS,CPC_GENERAL,district,2024,2024,743,Pleadings / Issues,74,27,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,8.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2019/002140,Chhattisgarh,Varanasi,CHHATT_DC_02,CS,CPC_GENERAL,district,2019,2018,2600,Evidence / Argument,248,93,0,0,0,1.66,3,,UNKNOWN,LOW,LOW,0,17.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2023/002141,Maharashtra,Bhopal,MAHARA_DC_02,BA,BAIL_GENERAL,district,2023,2022,1100,Pleadings / Issues,52,10,0,0,1,0.41,11,,UNKNOWN,LOW,LOW,0,3.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2022/002142,Maharashtra,Thane,MAHARA_DC_04,BA,BAIL_GENERAL,district,2022,2022,1338,Pleadings / Issues,145,179,0,0,0,1.16,8,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,31.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2024/002143,Maharashtra,Jaipur,MAHARA_DC_04,BA,BAIL_GENERAL,district,2024,2024,853,Evidence / Argument,397,249,3,3,0,1.0,1,,WITNESS_DELAY,MEDIUM,LOW,1,42.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2020/002144,Rajasthan,Jaipur,RAJAST_DC_04,CS,CPC_GENERAL,district,2020,2020,2368,Summons / Appearance,279,237,3,3,3,1.69,2,,SUMMONS_DELAY,HIGH,LOW,1,55.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2024/002145,Telangana,Thiruvananthapuram,TELANG_DC_01,WP_C,WRIT_GENERAL,district,2024,2024,812,Filing / Registration,18,25,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/BA/2022/002146,Delhi,Delhi,DELHI_DC_01,BA,BAIL_GENERAL,district,2022,2022,1471,Summons / Appearance,139,294,3,3,1,1.31,11,,SUMMONS_DELAY,HIGH,LOW,1,58.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2023/002147,Chhattisgarh,Delhi,CHHATT_DC_01,BA,BAIL_GENERAL,district,2023,2022,1109,Final Arguments / Judgment,62,177,3,3,3,0.86,2,,JUDGE_CHANGE,MEDIUM,LOW,1,28.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2021/002148,Kerala,Kochi,KERALA_DC_02,BA,BAIL_GENERAL,district,2021,2020,1897,Final Arguments / Judgment,161,235,0,0,1,1.31,6,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,37.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CRL_A/2023/002149,Kerala,Kolkata,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1098,Summons / Appearance,226,219,6,6,1,2.17,6,,SUMMONS_DELAY,HIGH,LOW,1,61.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/BA/2024/002150,Delhi,Kochi,DELHI_DC_04,BA,BAIL_GENERAL,district,2024,2024,628,Pleadings / Issues,77,17,0,0,0,1.0,7,,UNKNOWN,LOW,LOW,0,7.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2021/002151,Uttar Pradesh,Bhopal,UTTAR__DC_04,BA,BAIL_GENERAL,district,2021,2020,1978,Evidence / Argument,218,123,0,0,1,1.0,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,0,26.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2021/002152,Maharashtra,Thiruvananthapuram,MAHARA_DC_01,CS,CPC_GENERAL,district,2021,2020,2025,Evidence / Argument,272,198,2,2,2,1.0,5,,JUDGE_CHANGE,MEDIUM,LOW,1,28.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/002153,Jharkhand,Kolkata,JHARKH_DC_05,CRL_A,CRIMINAL_APPEAL,district,2024,2024,937,Evidence / Argument,78,27,0,0,1,0.68,3,,UNKNOWN,LOW,LOW,0,6.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/BA/2022/002154,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_04,BA,BAIL_GENERAL,district,2022,2022,1362,Pleadings / Issues,250,149,0,0,2,1.87,9,,JUDGE_CHANGE,MEDIUM,LOW,1,33.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/MACA/2022/002155,Maharashtra,Thiruvananthapuram,MAHARA_DC_05,MACA,MOTOR_ACCIDENT,district,2022,2022,1488,Evidence / Argument,112,33,0,0,0,0.47,3,,UNKNOWN,LOW,LOW,0,5.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2024/002156,Haryana,Guntur,HARYAN_DC_03,WP_C,WRIT_GENERAL,district,2024,2024,850,Filing / Registration,12,42,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,9.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2024/002157,Kerala,Thane,KERALA_DC_04,BA,BAIL_GENERAL,district,2024,2024,812,Filing / Registration,11,31,0,0,0,0.92,2,,UNKNOWN,LOW,LOW,0,8.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2024/002158,Uttar Pradesh,Thane,UTTAR__DC_02,WP_C,WRIT_GENERAL,district,2024,2024,817,Evidence / Argument,175,4,0,0,1,0.83,8,,UNKNOWN,LOW,LOW,0,5.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2020/002159,West Bengal,Kochi,WEST_B_DC_03,BA,BAIL_GENERAL,district,2020,2020,2194,Summons / Appearance,45,35,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,8.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2024/002160,Haryana,Bhopal,HARYAN_DC_03,CS,CPC_GENERAL,district,2024,2024,838,Summons / Appearance,41,34,0,0,0,0.55,4,,UNKNOWN,LOW,LOW,0,6.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2021/002161,Andhra Pradesh,Bhopal,ANDHRA_DC_04,CS,CPC_GENERAL,district,2021,2020,2019,Evidence / Argument,137,33,0,0,1,0.9,10,,UNKNOWN,LOW,LOW,0,8.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2021/002162,Karnataka,Delhi,KARNAT_DC_02,MACA,MOTOR_ACCIDENT,district,2021,2020,1852,Filing / Registration,44,110,1,1,0,1.0,1,,UNKNOWN,LOW,LOW,1,17.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2023/002163,Uttar Pradesh,Guntur,UTTAR__DC_05,BA,BAIL_GENERAL,district,2023,2022,1042,Pleadings / Issues,33,2,0,0,0,0.31,5,,UNKNOWN,LOW,LOW,0,2.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2023/002164,West Bengal,Pune,WEST_B_DC_01,WP_C,WRIT_GENERAL,district,2023,2022,1243,Final Arguments / Judgment,68,118,0,0,3,1.56,2,,JUDGE_CHANGE,MEDIUM,LOW,1,24.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2023/002165,Madhya Pradesh,Pune,MADHYA_DC_01,MACA,MOTOR_ACCIDENT,district,2023,2022,964,Summons / Appearance,255,160,3,3,1,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,45.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2022/002166,Odisha,Guntur,ODISHA_DC_04,CS,CPC_GENERAL,district,2022,2022,1477,Evidence / Argument,198,175,1,1,1,1.0,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,32.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/WP_C/2023/002167,Maharashtra,Bhopal,MAHARA_DC_01,WP_C,WRIT_GENERAL,district,2023,2022,1312,Summons / Appearance,153,309,3,3,1,0.88,10,,SUMMONS_DELAY,HIGH,LOW,1,56.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/MACA/2021/002168,Maharashtra,Kochi,MAHARA_DC_01,MACA,MOTOR_ACCIDENT,district,2021,2020,1910,Final Arguments / Judgment,156,103,0,0,0,1.42,2,,UNKNOWN,LOW,LOW,1,17.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2021/002169,Haryana,Kolkata,HARYAN_DC_02,WP_C,WRIT_GENERAL,district,2021,2020,1693,Summons / Appearance,299,291,5,5,1,1.39,2,,SUMMONS_DELAY,HIGH,LOW,1,62.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/WP_C/2021/002170,Andhra Pradesh,Bhopal,ANDHRA_DC_02,WP_C,WRIT_GENERAL,district,2021,2020,1750,Pleadings / Issues,81,35,0,0,0,0.78,3,,UNKNOWN,LOW,LOW,0,7.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2023/002171,Andhra Pradesh,Thane,ANDHRA_DC_04,CS,CPC_GENERAL,district,2023,2022,1016,Evidence / Argument,280,100,1,1,4,1.69,6,,JUDGE_CHANGE,MEDIUM,LOW,1,26.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CS/2023/002172,Delhi,Thane,DELHI_DC_04,CS,CPC_GENERAL,district,2023,2022,1236,Summons / Appearance,167,293,4,4,0,1.42,7,,SUMMONS_DELAY,HIGH,LOW,1,60.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2024/002173,Punjab,Pune,PUNJAB_DC_05,WP_C,WRIT_GENERAL,district,2024,2024,645,Summons / Appearance,81,0,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,6.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/002174,West Bengal,Vijayawada,WEST_B_DC_04,BA,BAIL_GENERAL,district,2022,2022,1325,Summons / Appearance,89,21,0,0,1,1.05,5,,UNKNOWN,LOW,LOW,0,8.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2023/002175,Kerala,Jaipur,KERALA_DC_04,CS,CPC_GENERAL,district,2023,2022,968,Final Arguments / Judgment,89,38,0,0,1,0.95,6,,UNKNOWN,LOW,LOW,0,8.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2019/002176,Kerala,Vijayawada,KERALA_DC_02,BA,BAIL_GENERAL,district,2019,2018,2479,Evidence / Argument,153,31,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,8.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2024/002177,Assam,Jaipur,ASSAM_DC_04,WP_C,WRIT_GENERAL,district,2024,2024,864,Evidence / Argument,150,8,0,0,0,0.93,2,,UNKNOWN,LOW,LOW,0,6.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/002178,Punjab,Guntur,PUNJAB_DC_03,CRL_A,CRIMINAL_APPEAL,district,2024,2024,747,Pleadings / Issues,155,168,1,1,0,1.0,1,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,32.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2024/002179,Maharashtra,Pune,MAHARA_DC_02,CS,CPC_GENERAL,district,2024,2024,745,Evidence / Argument,148,47,0,0,0,0.56,7,,UNKNOWN,LOW,LOW,0,7.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/BA/2023/002180,Delhi,Bhopal,DELHI_DC_01,BA,BAIL_GENERAL,district,2023,2022,1024,Filing / Registration,5,37,0,0,0,0.36,3,,UNKNOWN,LOW,LOW,0,5.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2018/002181,Maharashtra,Thane,MAHARA_DC_01,BA,BAIL_GENERAL,district,2018,2018,2942,Evidence / Argument,185,7,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,6.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2022/002182,Haryana,Thiruvananthapuram,HARYAN_DC_04,CS,CPC_GENERAL,district,2022,2022,1660,Summons / Appearance,388,253,6,6,0,1.5,2,,SUMMONS_DELAY,HIGH,LOW,1,60.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CRL_A/2023/002183,Maharashtra,Kochi,MAHARA_DC_05,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1296,Final Arguments / Judgment,57,40,0,0,0,0.97,3,,UNKNOWN,LOW,LOW,0,9.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/MACA/2021/002184,Maharashtra,Lucknow,MAHARA_DC_03,MACA,MOTOR_ACCIDENT,district,2021,2020,1948,Filing / Registration,9,27,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/002185,Chhattisgarh,Guntur,CHHATT_DC_01,BA,BAIL_GENERAL,district,2022,2022,1544,Pleadings / Issues,33,33,0,0,0,0.52,3,,UNKNOWN,LOW,LOW,0,5.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2024/002186,Karnataka,Thane,KARNAT_DC_04,BA,BAIL_GENERAL,district,2024,2024,717,Final Arguments / Judgment,89,23,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2020/002187,Maharashtra,Thane,MAHARA_DC_01,CS,CPC_GENERAL,district,2020,2020,2056,Summons / Appearance,283,270,3,3,1,2.42,8,,SUMMONS_DELAY,HIGH,LOW,1,63.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2023/002188,Uttar Pradesh,Pune,UTTAR__DC_05,CS,CPC_GENERAL,district,2023,2022,1056,Final Arguments / Judgment,68,49,0,0,0,0.99,8,,UNKNOWN,LOW,LOW,0,10.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2024/002189,Uttar Pradesh,Lucknow,UTTAR__DC_01,BA,BAIL_GENERAL,district,2024,2024,712,Evidence / Argument,167,4,0,0,0,0.49,3,,UNKNOWN,LOW,LOW,0,3.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2020/002190,Assam,Thiruvananthapuram,ASSAM_DC_04,CS,CPC_GENERAL,district,2020,2020,2285,Summons / Appearance,355,168,4,4,0,1.0,2,,SUMMONS_DELAY,HIGH,LOW,1,48.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2023/002191,Madhya Pradesh,Pune,MADHYA_DC_01,BA,BAIL_GENERAL,district,2023,2022,1092,Summons / Appearance,125,198,0,0,3,1.03,8,,JUDGE_CHANGE,MEDIUM,LOW,1,24.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2023/002192,Gujarat,Delhi,GUJARA_DC_02,BA,BAIL_GENERAL,district,2023,2022,991,Summons / Appearance,391,287,3,3,1,4.44,3,,SUMMONS_DELAY,HIGH,LOW,1,76.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/002193,Chhattisgarh,Vijayawada,CHHATT_DC_05,BA,BAIL_GENERAL,district,2022,2022,1397,Summons / Appearance,91,86,0,0,1,0.61,2,,UNKNOWN,LOW,LOW,1,10.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2021/002194,Kerala,Lucknow,KERALA_DC_04,BA,BAIL_GENERAL,district,2021,2020,2043,Summons / Appearance,12,36,0,0,0,0.21,6,,UNKNOWN,LOW,LOW,0,4.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/MACA/2022/002195,Kerala,Bhopal,KERALA_DC_05,MACA,MOTOR_ACCIDENT,district,2022,2022,1507,Filing / Registration,13,31,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2024/002196,Madhya Pradesh,Kolkata,MADHYA_DC_04,CS,CPC_GENERAL,district,2024,2024,630,Summons / Appearance,62,31,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CRL_A/2022/002197,Kerala,Pune,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1507,Evidence / Argument,130,31,0,0,1,0.84,10,,UNKNOWN,LOW,LOW,0,7.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2020/002198,Uttar Pradesh,Jaipur,UTTAR__DC_01,CS,CPC_GENERAL,district,2020,2020,2374,Final Arguments / Judgment,40,16,0,0,0,0.67,4,,UNKNOWN,LOW,LOW,0,5.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2019/002199,Uttar Pradesh,Varanasi,UTTAR__DC_04,BA,BAIL_GENERAL,district,2019,2018,2615,Pleadings / Issues,175,186,1,1,4,1.0,1,,JUDGE_CHANGE,MEDIUM,LOW,1,25.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
